AbbTakk,8,-29,327,1
noticias4vision,4,-29,683,1
ians_india,49,-30,17,1
Capital_21,13,-31,183,1
DenverChannel,3,-31,900,1
WAMNEWS_ENG,4,-32,777,1
nikkei,9,-33,287,1
TheSun,5,-34,514,1
ZoomTV,4,-34,715,1
SABCNewsOnline,11,-35,242,1
MediasetTgcom24,5,-36,519,1
TOIChennai,3,-36,897,1
nistula,3,-36,979,1
toisports,20,-37,99,1
thecableng,5,-37,621,1
tnnthailand,35,-38,33,1
CaraotaDigital,8,-38,317,1
UNESCO,3,-39,933,1
INNNEWS,8,-40,329,1
sputnik_fr,11,-41,236,1
LaCronicaDeHoy,9,-43,297,1
infobaeamerica,13,-45,189,1
TelemundoNews,25,-46,68,1
eluniversocom,7,-46,354,1
Agencia_Andina,6,-48,432,1
CMILANOTICIA,3,-48,877,1
ZeeNewsEnglish,18,-50,123,1
TOIDelhi,4,-50,677,1
informador,5,-51,534,1
DZMMTeleRadyo,62,-52,9,1
CNEWS,9,-53,308,1
janisfrayer,4,-54,659,1
AJEnglish,5,-56,627,1
Agenzia_Ansa,13,-59,186,1
NoticiasCaracol,7,-61,364,1
sanket,5,-62,623,1
karlaiberia,7,-64,353,1
tagesschau,6,-64,437,1
thepapercn,5,-66,545,1
rameshlaus,14,-68,170,1
ARYNEWSOFFICIAL,8,-68,345,1
PDChina,5,-70,533,1
telediario,36,-71,31,1
WRadioColombia,12,-71,201,1
Bollyhungama,7,-76,414,1
Nawaiwaqt_,26,-77,62,1
agenciabrasil,11,-77,224,1
WRADIOMexico,9,-77,284,1
tvOneNews,9,-81,277,1
lasillarota,5,-81,544,1
boomlive_in,4,-82,731,1
MyHEALTHKKM,6,-84,441,1
raehanbobby,3,-86,949,1
prajavani,66,-87,5,1
tv9gujarati,27,-88,59,1
JBCPERU,3,-89,844,1
business,3,-98,887,1
dallasnews,3,-98,978,1
EFEnoticias,10,-102,253,1
forbes_india,8,-107,339,1
AdityaRajKaul,4,-111,773,1
politicomx,25,-112,64,1
TamilTheHindu,23,-117,79,1
PostToday,28,-118,50,1
elestimulo,10,-119,249,1
Newtral,7,-121,386,1
Medscape,3,-122,871,1
SSalud_mx,14,-128,161,1
IndiaToday,66,-132,6,1
indiaforums,5,-135,608,1
steve_hanke,5,-138,538,1
IMFNews,4,-141,695,1
Waqtnewstv,7,-156,418,1
ZeeNews,18,-157,126,1
MatichonOnline,18,-163,125,1
Telemetro,3,-163,883,1
AlRojoVivo,4,-169,688,1
thaimoph,5,-171,556,1
TheOfficialSBI,3,-172,989,1
RadioCanadaInfo,9,-174,285,1
mileniotv,30,-176,47,1
siasatpk,4,-184,645,1
DailynewsTwit,5,-188,593,1
RedMasNoticias,8,-189,324,1
HLGatell,3,-190,826,1
saudepoa,3,-194,880,1
investindia,7,-222,391,1
ChinaScience,3,-233,926,1
proceso,12,-237,211,1
ColunadoFla,3,-257,816,1
LoksattaLive,33,-262,39,1
TOIAhmedabad,3,-268,935,1
TheNationalUAE,4,-282,694,1
SkyNews,28,-299,56,1
CNBCTV18News,12,-318,216,1
RadioPakistan,24,-370,73,1
maalaimalar,17,-382,139,1
UN,3,-470,939,1
franceinter,12,-511,221,1
hoypy,3,-552,856,1
MorningNewsTV3,12,-557,222,1
VoiceTVOfficial,3,-587,944,1
WIONews,14,-591,171,1
otvnews,13,-627,185,1
liputan6dotcom,19,-650,114,1
MoIB_Official,4,-673,752,1
DelhiTimesTweet,4,-751,711,1
UltimaHoracom,12,-804,203,1
wef,10,-821,256,1
zeerajasthan_,19,-947,112,1
JagranNews,20,-1162,98,1
dw_espanol,10,-1261,255,1
airnewsalerts,16,-1317,145,1
TelanganaCMO,3,-1604,1000,1
92newschannel,6,-1767,461,1
UNICEF,3,-2092,878,1
the_hindu,31,-2427,42,1
ABPNews,28,-6640,52,1
